image_id,raw_score
COCO2017_train/241483,-7.808743000030518
COCO2017_train/21166,-8.683735847473145
COCO2017_train/429820,-4.851562976837158
COCO2017_train/524662,-3.88069486618042
COCO2017_train/434940,-2.3067784309387207
COCO2017_train/559163,-5.87570333480835
COCO2017_train/303666,-8.037363052368164
COCO2017_train/128385,-11.407169342041016
COCO2017_train/201419,-0.21339190006256104
COCO2017_train/237179,-11.578653335571289
COCO2017_train/329939,-6.724692344665527
COCO2017_train/531045,-3.6601414680480957
COCO2017_train/489267,-11.971814155578613
COCO2017_val/210030,-9.089786529541016
COCO2017_train/444015,-6.965127468109131
COCO2017_train/522146,-3.669058322906494
COCO2017_train/559382,-10.936911582946777
COCO2017_train/481504,-12.556192398071289
COCO2017_train/122188,-9.102561950683594
COCO2017_train/519446,-7.585097312927246
COCO2017_train/513295,-4.371264457702637
COCO2017_train/348637,-11.820661544799805
COCO2017_train/561121,-8.153875350952148
COCO2017_train/523576,-8.095309257507324
COCO2017_train/107628,-4.757445335388184
COCO2017_train/329354,-6.640469074249268
COCO2017_train/326243,-3.0417442321777344
COCO2017_train/113294,-2.0061914920806885
COCO2017_train/16964,-3.8714184761047363
COCO2017_train/468499,-6.68457555770874
COCO2017_train/397355,-7.429940223693848
COCO2017_train/241329,-9.827849388122559
COCO2017_val/370486,-5.923677444458008
COCO2017_train/384804,-7.293168544769287
COCO2017_train/40219,-7.046640396118164
COCO2017_train/295199,-5.392187118530273
COCO2017_train/117418,-8.049420356750488
COCO2017_train/460353,-9.155261039733887
COCO2017_train/104327,-3.9876437187194824
COCO2017_train/203462,-6.45529842376709
COCO2017_train/383890,-8.176508903503418
COCO2017_train/394159,-6.910167694091797
COCO2017_train/409206,1.5413113832473755
COCO2017_train/546095,-6.3542609214782715
COCO2017_train/109894,-10.43376350402832
COCO2017_train/31666,-5.819240093231201
COCO2017_train/475306,-11.795360565185547
COCO2017_train/305724,-5.70735502243042
COCO2017_val/190853,-7.730949401855469
COCO2017_train/507237,-10.739799499511719
COCO2017_train/263042,-5.169630527496338
COCO2017_train/180083,-8.312920570373535
COCO2017_train/413090,-7.267573356628418
COCO2017_train/535795,-8.165781021118164
COCO2017_train/487507,-4.553009510040283
COCO2017_train/563858,-6.004106521606445
COCO2017_train/511301,-9.29746150970459
COCO2017_train/134770,-8.90217113494873
COCO2017_train/403506,-6.3827595710754395
COCO2017_train/49165,-7.34366512298584
COCO2017_train/550944,-12.42972183227539
COCO2017_train/105026,-5.9299635887146
COCO2017_train/63036,-3.857638359069824
COCO2017_val/336628,-5.3846211433410645
COCO2017_train/344720,-9.10351848602295
COCO2017_train/148852,-12.61690616607666
COCO2017_train/570760,-4.672091960906982
COCO2017_train/96505,-5.710282802581787
COCO2017_train/239120,-5.183474063873291
COCO2017_train/274538,-8.688693046569824
COCO2017_train/419697,-10.164957046508789
COCO2017_train/451196,-6.454636573791504
COCO2017_train/128475,-8.085212707519531
COCO2017_train/503605,-7.500851154327393
COCO2017_train/232165,-12.204865455627441
COCO2017_train/32818,-7.751277923583984
COCO2017_train/5459,-5.3994832038879395
COCO2017_train/354059,-7.4542694091796875
COCO2017_train/426088,-7.542206287384033
COCO2017_train/343135,-8.584813117980957
COCO2017_train/571503,-10.591035842895508
COCO2017_train/446783,-7.051805019378662
COCO2017_train/20769,-12.125822067260742
COCO2017_train/163565,-8.584569931030273
COCO2017_train/144345,-9.652161598205566
COCO2017_train/559301,-2.50347900390625
COCO2017_train/257198,-5.075813293457031
COCO2017_train/359925,-6.9045796394348145
COCO2017_train/210134,-4.140233039855957
COCO2017_train/574280,-11.844773292541504
COCO2017_train/374033,-6.573934078216553
COCO2017_train/236260,-6.129846096038818
COCO2017_train/409674,-5.913252353668213
COCO2017_train/397997,-8.820595741271973
COCO2017_train/339211,-7.467949867248535
COCO2017_train/451798,-7.873217582702637
COCO2017_train/45678,-6.876219272613525
COCO2017_train/30289,-3.2283244132995605
COCO2017_train/45535,-8.997570991516113
COCO2017_train/448694,-4.4677886962890625
COCO2017_train/493212,-12.79358196258545
COCO2017_train/285649,-10.755277633666992
COCO2017_train/360,-8.755782127380371
COCO2017_train/490979,-6.24006462097168
COCO2017_train/42682,-11.306442260742188
COCO2017_train/346849,-4.870986461639404
COCO2017_train/3992,-7.5738348960876465
COCO2017_train/420070,-1.7025951147079468
COCO2017_train/314408,-4.540625095367432
COCO2017_train/533381,-4.052637100219727
COCO2017_val/255917,-10.028098106384277
COCO2017_train/578168,-5.356941223144531
COCO2017_train/496090,-5.822503566741943
COCO2017_train/421223,-6.349102020263672
COCO2017_train/71677,-8.647794723510742
COCO2017_val/130599,-9.179023742675781
COCO2017_train/343860,-9.023907661437988
COCO2017_train/361341,-11.985943794250488
COCO2017_val/110972,-7.633549213409424
COCO2017_train/284042,-8.900054931640625
COCO2017_train/565684,0.3091033697128296
COCO2017_train/496253,-9.607431411743164
COCO2017_train/427692,-6.5488080978393555
COCO2017_train/341040,-3.8405370712280273
COCO2017_train/94156,-9.29118824005127
COCO2017_train/304691,-5.309810638427734
COCO2017_train/279849,-6.9137959480285645
COCO2017_train/69021,-6.728074073791504
COCO2017_train/75101,-7.536444187164307
COCO2017_val/491071,-5.107119083404541
COCO2017_train/452819,-9.998234748840332
COCO2017_train/268670,-10.913703918457031
COCO2017_train/33717,-3.5018811225891113
COCO2017_train/413202,-2.841135025024414
COCO2017_train/521196,-6.36181116104126
COCO2017_train/323820,-2.4806861877441406
COCO2017_train/219174,-6.962052822113037
COCO2017_train/469770,-4.889849662780762
COCO2017_train/225238,-6.552509784698486
COCO2017_train/314647,-4.101749897003174
COCO2017_train/160866,-7.280941486358643
COCO2017_train/93175,-5.764150619506836
COCO2017_train/14248,-8.249650955200195
COCO2017_train/274334,-4.365235805511475
COCO2017_train/351382,-4.543078422546387
COCO2017_train/33295,-7.909071922302246
COCO2017_train/62313,-3.583974838256836
COCO2017_train/65087,-3.7632293701171875
COCO2017_train/256189,-6.483882904052734
COCO2017_train/234967,-9.127361297607422
COCO2017_train/490160,-1.1686044931411743
COCO2017_train/490469,-3.6516270637512207
COCO2017_train/447224,-4.752206325531006
COCO2017_train/308792,-5.7378315925598145
COCO2017_train/557127,-8.841530799865723
COCO2017_train/510395,-7.865672588348389
COCO2017_train/326098,-9.005208969116211
COCO2017_train/369369,-7.553149223327637
COCO2017_train/556540,-0.7988252639770508
COCO2017_train/387513,-3.039456844329834
COCO2017_train/174712,-2.867123603820801
COCO2017_train/152649,-7.142456531524658
COCO2017_train/552650,-5.718190670013428
COCO2017_train/92601,-5.671954154968262
COCO2017_train/148286,-8.236137390136719
COCO2017_train/200272,-0.9165621995925903
COCO2017_train/174358,-11.128230094909668
COCO2017_train/338529,-5.963770866394043
COCO2017_train/203371,-5.877384662628174
COCO2017_train/539891,-5.369837760925293
COCO2017_train/316671,-10.469395637512207
COCO2017_train/72850,-4.8401594161987305
COCO2017_train/412842,1.9219635725021362
COCO2017_train/367096,-11.238070487976074
COCO2017_train/163457,-7.1614789962768555
COCO2017_train/419666,-5.769591808319092
COCO2017_train/437951,-4.0962395668029785
COCO2017_train/230892,-9.469064712524414
COCO2017_train/406230,-3.2602996826171875
COCO2017_train/125188,-10.563380241394043
COCO2017_train/212027,-5.443082809448242
COCO2017_train/574940,-10.313493728637695
COCO2017_train/362567,-5.684364318847656
COCO2017_train/73567,-11.380088806152344
COCO2017_train/364157,-9.295843124389648
COCO2017_train/416981,-4.091490268707275
COCO2017_train/177939,-4.602893352508545
COCO2017_train/251249,-11.615853309631348
COCO2017_train/284366,-6.501226902008057
COCO2017_train/535302,-8.493992805480957
COCO2017_train/326937,-9.79084587097168
COCO2017_train/544481,-3.6742353439331055
COCO2017_train/294005,-7.953278064727783
COCO2017_train/323934,-11.897168159484863
COCO2017_train/302470,-6.5124945640563965
COCO2017_train/277857,-8.811257362365723
COCO2017_train/544216,-5.060240745544434
COCO2017_train/270460,-8.863019943237305
COCO2017_train/33888,-9.858179092407227
COCO2017_train/194203,-9.797672271728516
COCO2017_train/303376,-7.527434349060059
COCO2017_train/99933,-9.150687217712402
COCO2017_train/380162,-4.660012245178223
COCO2017_train/499094,-4.549860954284668
LAION-400M/2042084010028,-2.508167028427124
LAION-400M/818504015362,-5.1902689933776855
LAION-400M/1002064027891,-5.081148147583008
LAION-400M/2341005002106,-6.039193153381348
LAION-400M/3728455011591,-8.018241882324219
LAION-400M/2686578016009,-3.2189040184020996
LAION-400M/3282178014466,-4.655318260192871
LAION-400M/3167728021518,-6.02353048324585
LAION-400M/7932046928,-7.180327415466309
LAION-400M/2264485020057,-9.514679908752441
LAION-400M/2203026012040,-7.033853530883789
LAION-400M/1365884019898,-8.560704231262207
LAION-400M/1301464008594,-7.703472137451172
LAION-400M/1566145001603,-5.263845920562744
LAION-400M/43302007933,-8.682659149169922
LAION-400M/3331752015870,-6.3737897872924805
LAION-400M/180230002145,-7.980562210083008
LAION-400M/2783740000688,-8.331570625305176
LAION-400M/1363395017595,-8.453845024108887
LAION-400M/1611759018481,-11.246543884277344
LAION-400M/3686129005085,-6.791474342346191
LAION-400M/3301420023549,-6.24700927734375
LAION-400M/2374134015372,-9.49526596069336
LAION-400M/3012986016374,-5.891270160675049
LAION-400M/997723018836,-6.291530609130859
LAION-400M/2737079002174,-2.003478527069092
LAION-400M/1068334012840,-6.779573440551758
LAION-400M/1449472013790,-12.526568412780762
LAION-400M/93170001814,-0.6129441261291504
LAION-400M/3656404016552,-3.6029562950134277
LAION-400M/2073960017749,-5.420600891113281
LAION-400M/1054928024849,-4.478079795837402
LAION-400M/836783005547,-8.800925254821777
LAION-400M/1983642011625,-5.181924819946289
LAION-400M/3686369012357,-5.088010787963867
LAION-400M/1093969016376,-3.0576562881469727
LAION-400M/3495168020210,-7.531921863555908
LAION-400M/3509258018405,-6.898308277130127
LAION-400M/2646801017292,-7.6394572257995605
LAION-400M/2690399019915,-8.20779037475586
LAION-400M/3422212041283,-7.435701847076416
LAION-400M/3239805012461,-10.918566703796387
LAION-400M/2755533000667,-4.807136535644531
LAION-400M/3513644020773,-7.225104331970215
LAION-400M/2649757010042,-13.213444709777832
LAION-400M/66576000873,-6.952601432800293
LAION-400M/1476422018810,0.30231738090515137
LAION-400M/1894778000588,-9.645734786987305
LAION-400M/673831016257,-3.7994542121887207
LAION-400M/2366525014062,-9.210251808166504
LAION-400M/2852413000055,-4.558175086975098
LAION-400M/1382615010683,-4.906999111175537
LAION-400M/3067489002517,-12.083284378051758
LAION-400M/1959689006038,-4.7507758140563965
LAION-400M/1525165009948,-3.6724181175231934
LAION-400M/9228016983,-6.851916313171387
LAION-400M/112182010717,-6.649862289428711
LAION-400M/3263966011816,-6.4788923263549805
LAION-400M/1471922008375,-3.284665107727051
LAION-400M/1766960012136,-8.597055435180664
LAION-400M/139263000285,-6.319958209991455
LAION-400M/1633057006616,-2.3298511505126953
LAION-400M/2966655007018,-4.854380130767822
LAION-400M/1783536019945,0.6083899736404419
LAION-400M/208719008952,-6.80999755859375
LAION-400M/1499412007369,-0.36191511154174805
LAION-400M/2430586026463,-10.209641456604004
LAION-400M/3452428003554,-8.743939399719238
LAION-400M/876455001516,-2.0799450874328613
LAION-400M/2753856006365,-9.879600524902344
LAION-400M/2825005000116,-5.088245391845703
LAION-400M/460328000887,-0.6572248935699463
LAION-400M/1778490007336,-6.2652506828308105
LAION-400M/998105012793,-6.6341094970703125
LAION-400M/3694610014063,-10.281275749206543
LAION-400M/2544502024255,-11.558480262756348
LAION-400M/2101804015110,-8.469575881958008
LAION-400M/976128073132,-3.000807285308838
LAION-400M/1434407002297,-9.117051124572754
LAION-400M/10041023248,-6.595839500427246
LAION-400M/1848315022078,2.838164806365967
LAION-400M/1355225006994,-8.7071533203125
LAION-400M/3448266014898,-8.473274230957031
LAION-400M/1739472019324,-5.182582855224609
LAION-400M/2066488003996,-3.8432607650756836
LAION-400M/1309594016534,-8.330196380615234
LAION-400M/10528037755,-7.024635314941406
LAION-400M/1510499026355,-13.552569389343262
LAION-400M/3585138007816,-5.7695698738098145
LAION-400M/2107592007764,-10.977347373962402
LAION-400M/3582315020254,-6.464416027069092
LAION-400M/1140379012307,-8.519960403442383
LAION-400M/1348392004468,-8.668586730957031
LAION-400M/2515334009380,1.2608782052993774
LAION-400M/1922020012764,-9.08489990234375
LAION-400M/1981252013628,-1.1751643419265747
LAION-400M/1015867007085,-8.808991432189941
LAION-400M/2794968027484,-4.235493183135986
LAION-400M/1087399024385,-2.9738712310791016
LAION-400M/107689002860,-7.361687183380127
LAION-400M/1323814015947,-1.5510988235473633
LAION-400M/1922677014116,-8.408332824707031
LAION-400M/2566688020189,-3.3586134910583496
LAION-400M/180486001828,-5.121069431304932
LAION-400M/3031866008053,-3.4651756286621094
LAION-400M/2504613012265,0.017255544662475586
LAION-400M/2323956006646,-12.82627010345459
LAION-400M/1851653014288,-8.379402160644531
LAION-400M/2866031026800,-8.80966567993164
LAION-400M/3596994019881,-3.573472499847412
LAION-400M/845027007684,-6.8623199462890625
LAION-400M/1171625019347,-6.601006031036377
LAION-400M/209997008440,-3.326355457305908
LAION-400M/3698444028880,-3.9539341926574707
LAION-400M/3505530010563,-6.0757341384887695
LAION-400M/3377700003501,-4.0123209953308105
LAION-400M/3300584021814,-10.081989288330078
LAION-400M/3063478007811,-6.383747100830078
LAION-400M/3610547023485,-0.7523053884506226
LAION-400M/1197157023343,-5.4257612228393555
LAION-400M/2649908018211,-11.64910888671875
LAION-400M/1848567002902,-6.741854667663574
LAION-400M/3297487023552,-7.172717094421387
LAION-400M/2761836002044,-7.110600471496582
LAION-400M/2667785023558,-3.0723018646240234
LAION-400M/126138002903,-9.089061737060547
LAION-400M/2209615020599,-11.43807601928711
LAION-400M/1585199019767,-3.6925406455993652
LAION-400M/3591042004390,-11.322794914245605
LAION-400M/2114166006458,-3.4495749473571777
LAION-400M/2601207022565,-4.295142650604248
LAION-400M/1439101009557,-6.8160576820373535
LAION-400M/142478002666,-3.8952198028564453
LAION-400M/140910009777,-9.90783977508545
LAION-400M/2111479007408,-11.32291316986084
LAION-400M/656857013181,-6.221629619598389
LAION-400M/2124709005046,-10.161921501159668
LAION-400M/13027048123,-7.6715898513793945
LAION-400M/2390777008046,-0.5258191823959351
LAION-400M/1721885007330,-1.8059264421463013
LAION-400M/3377329003583,-8.6209135055542
LAION-400M/2270653022464,-6.616313934326172
LAION-400M/1258787013514,-3.513026237487793
LAION-400M/1277208004323,-10.337241172790527
LAION-400M/676256008695,-5.905920505523682
LAION-400M/853404021736,-4.039982318878174
LAION-400M/2413929003256,-8.608506202697754
LAION-400M/32473003855,-8.02443790435791
LAION-400M/3692787035447,-7.063528060913086
LAION-400M/1044072027639,-8.715699195861816
LAION-400M/2364258006932,-0.8074284791946411
LAION-400M/1435244002453,-0.7317186594009399
LAION-400M/2136307006550,-10.880287170410156
LAION-400M/3194005015488,-8.59945297241211
LAION-400M/2881261013471,-6.449216842651367
LAION-400M/3495551024388,-7.684382438659668
LAION-400M/13599064318,-12.48189640045166
LAION-400M/2396400000520,-7.293697357177734
