image_id,raw_score
COCO2017_train/13992,-26.35582160949707
COCO2017_train/571920,-28.381389617919922
COCO2017_train/539678,-12.247457504272461
COCO2017_train/185915,-15.936444282531738
COCO2017_train/398869,-23.98930549621582
COCO2017_train/498587,-40.422664642333984
COCO2017_train/278938,-23.09303855895996
COCO2017_train/461517,-20.21393585205078
COCO2017_train/262399,-21.43962860107422
COCO2017_train/337416,-39.06478500366211
COCO2017_train/560598,-47.0222282409668
COCO2017_train/180505,-30.100311279296875
COCO2017_train/353938,-27.61363983154297
COCO2017_train/223930,-34.50665283203125
COCO2017_train/295106,-28.737831115722656
COCO2017_train/522160,-34.30770492553711
COCO2017_train/291182,-30.724109649658203
COCO2017_train/400124,-20.305490493774414
COCO2017_train/154090,-35.95212936401367
COCO2017_train/307034,-38.301143646240234
COCO2017_train/61602,-23.13504409790039
COCO2017_train/523274,-36.55865478515625
COCO2017_train/446473,-27.803882598876953
COCO2017_train/77429,-37.702850341796875
COCO2017_train/15260,-19.211071014404297
COCO2017_train/330611,-23.94510841369629
COCO2017_train/94092,-24.71973991394043
COCO2017_val/263594,-24.530733108520508
COCO2017_train/555357,-10.318755149841309
COCO2017_train/238562,-11.333783149719238
COCO2017_train/487098,-28.630708694458008
COCO2017_train/164485,-34.99061965942383
COCO2017_train/456670,-13.872854232788086
COCO2017_train/382728,-21.729007720947266
COCO2017_train/464526,-16.702735900878906
COCO2017_train/242248,-22.39148712158203
COCO2017_train/64884,-38.391971588134766
COCO2017_train/302740,-31.9488582611084
COCO2017_train/157450,-28.42005157470703
COCO2017_train/202067,-34.940818786621094
COCO2017_train/540464,4.3151535987854
COCO2017_train/465963,-24.519718170166016
COCO2017_train/16166,-16.163311004638672
COCO2017_train/25994,-23.658777236938477
COCO2017_train/75546,-28.585407257080078
COCO2017_train/573854,-12.897076606750488
COCO2017_train/162827,-8.932942390441895
COCO2017_train/147506,-37.873069763183594
COCO2017_train/194194,-7.035151958465576
COCO2017_train/346345,-12.783769607543945
COCO2017_train/493918,-26.19867706298828
COCO2017_train/482371,-38.39894485473633
COCO2017_train/395531,-14.726197242736816
COCO2017_train/115422,-33.10835266113281
COCO2017_train/86459,-19.867076873779297
COCO2017_train/454554,-23.61084747314453
COCO2017_train/334391,-38.72230911254883
COCO2017_train/359234,-10.394377708435059
COCO2017_train/107144,-1.8011720180511475
COCO2017_train/195073,-13.093453407287598
COCO2017_train/436348,-29.0517578125
COCO2017_train/31867,-24.139774322509766
COCO2017_train/403080,-42.881080627441406
COCO2017_train/56400,-16.9786376953125
COCO2017_train/525684,-21.005878448486328
COCO2017_train/82414,-39.839351654052734
COCO2017_train/496102,-28.47374153137207
COCO2017_train/486738,-21.37982940673828
LAION-400M/889223011455,-23.172840118408203
LAION-400M/193693004993,-47.27425765991211
LAION-400M/2077329019643,-31.566041946411133
LAION-400M/2348540026947,-38.96340560913086
LAION-400M/3717393013329,-6.214635848999023
LAION-400M/2120862005837,-17.925264358520508
LAION-400M/2295225014877,-25.31399154663086
LAION-400M/96636002700,-16.521175384521484
LAION-400M/2241449013425,-32.91028594970703
LAION-400M/180130003215,-28.8660888671875
LAION-400M/1280917007326,-23.298248291015625
