image_id,raw_score
COCO2017_train/241483,-22.89836883544922
COCO2017_train/21166,-18.760780334472656
COCO2017_train/429820,-6.25488805770874
COCO2017_train/524662,-19.483169555664062
COCO2017_train/434940,-39.75459671020508
COCO2017_train/559163,-21.989002227783203
COCO2017_train/303666,-3.042975664138794
COCO2017_train/128385,-38.19965744018555
COCO2017_train/201419,-14.180353164672852
COCO2017_train/237179,-20.26616859436035
COCO2017_train/329939,-7.792033672332764
COCO2017_train/531045,-9.519132614135742
COCO2017_train/489267,-17.384801864624023
COCO2017_val/210030,-14.646737098693848
COCO2017_train/444015,-11.451732635498047
COCO2017_train/522146,-19.040624618530273
COCO2017_train/559382,-35.03856658935547
COCO2017_train/481504,-16.487783432006836
COCO2017_train/122188,-6.652067184448242
COCO2017_train/519446,-9.476778030395508
COCO2017_train/513295,-13.47338581085205
COCO2017_train/348637,-30.146238327026367
COCO2017_train/561121,-37.063804626464844
COCO2017_train/523576,-10.18903923034668
COCO2017_train/107628,-23.14727783203125
COCO2017_train/329354,-28.76675033569336
COCO2017_train/326243,-23.73099136352539
COCO2017_train/113294,-4.932003021240234
COCO2017_train/16964,-35.52556228637695
COCO2017_train/468499,-38.594974517822266
COCO2017_train/397355,-23.413976669311523
COCO2017_train/241329,-26.14805793762207
COCO2017_val/370486,-28.167156219482422
COCO2017_train/384804,-15.292454719543457
COCO2017_train/40219,-33.198486328125
COCO2017_train/295199,-11.677863121032715
COCO2017_train/117418,-31.06862449645996
COCO2017_train/460353,-37.129295349121094
COCO2017_train/104327,-40.456398010253906
COCO2017_train/203462,-16.667469024658203
COCO2017_train/383890,-15.478581428527832
COCO2017_train/394159,-14.524849891662598
COCO2017_train/409206,-1.8678042888641357
COCO2017_train/546095,-6.147274971008301
COCO2017_train/109894,-31.129405975341797
COCO2017_train/31666,-36.677955627441406
COCO2017_train/475306,-28.020206451416016
COCO2017_train/305724,-7.370999813079834
COCO2017_val/190853,-11.86085319519043
COCO2017_train/507237,-34.617855072021484
COCO2017_train/263042,-18.06397247314453
COCO2017_train/180083,-15.366174697875977
COCO2017_train/413090,-32.82430648803711
COCO2017_train/535795,-16.53929901123047
COCO2017_train/487507,-10.36044979095459
COCO2017_train/563858,-22.110864639282227
COCO2017_train/511301,-22.456649780273438
COCO2017_train/134770,-46.683860778808594
COCO2017_train/403506,-6.784303188323975
COCO2017_train/49165,-19.126365661621094
COCO2017_train/550944,-36.5817985534668
COCO2017_train/105026,-13.437084197998047
COCO2017_train/63036,-17.234575271606445
COCO2017_val/336628,-30.070228576660156
