image_id,raw_score
COCO2017_train/13992,-18.195493698120117
COCO2017_train/571920,-22.684951782226562
COCO2017_train/539678,-24.381731033325195
COCO2017_train/185915,-16.865753173828125
COCO2017_train/398869,-24.629566192626953
COCO2017_train/498587,-31.277812957763672
COCO2017_train/278938,-26.9346866607666
COCO2017_train/461517,-24.549612045288086
COCO2017_train/262399,-34.03750228881836
COCO2017_train/337416,-7.607999801635742
COCO2017_train/560598,-27.953174591064453
COCO2017_train/180505,-24.152664184570312
COCO2017_train/353938,-26.565433502197266
COCO2017_train/223930,-34.20040512084961
COCO2017_train/295106,-36.156761169433594
COCO2017_train/522160,-35.948883056640625
COCO2017_train/291182,-17.990625381469727
COCO2017_train/400124,-8.63785171508789
COCO2017_train/154090,-25.48565101623535
COCO2017_train/307034,-27.768213272094727
COCO2017_train/61602,-33.08701705932617
COCO2017_train/523274,-31.056156158447266
COCO2017_train/446473,-30.863643646240234
COCO2017_train/77429,-31.193462371826172
COCO2017_train/15260,-10.940792083740234
COCO2017_train/330611,-23.93448829650879
COCO2017_train/94092,-28.07917594909668
COCO2017_val/263594,-26.76919937133789
COCO2017_train/555357,-23.16814613342285
COCO2017_train/238562,-33.07976150512695
COCO2017_train/487098,-23.146709442138672
COCO2017_train/164485,-33.02647399902344
COCO2017_train/456670,-11.234237670898438
COCO2017_train/382728,-39.269718170166016
COCO2017_train/464526,-21.854000091552734
COCO2017_train/242248,-22.74921417236328
COCO2017_train/64884,-30.796184539794922
COCO2017_train/302740,-22.8536376953125
COCO2017_train/157450,-37.319801330566406
COCO2017_train/202067,-31.653018951416016
COCO2017_train/540464,-12.061020851135254
COCO2017_train/465963,-14.464712142944336
COCO2017_train/16166,-24.087404251098633
COCO2017_train/25994,-26.79506492614746
COCO2017_train/75546,-33.390953063964844
COCO2017_train/573854,-47.9901008605957
COCO2017_train/162827,-21.94932746887207
COCO2017_train/147506,-37.716148376464844
COCO2017_train/194194,-28.13168716430664
COCO2017_train/346345,-24.843994140625
COCO2017_train/493918,-29.019208908081055
COCO2017_train/482371,-30.425168991088867
COCO2017_train/395531,-25.733379364013672
COCO2017_train/115422,-17.56043815612793
COCO2017_train/86459,-35.894954681396484
COCO2017_train/454554,-35.934898376464844
COCO2017_train/334391,-27.86935043334961
COCO2017_train/359234,-21.36396026611328
COCO2017_train/107144,-15.238628387451172
COCO2017_train/195073,-4.358240127563477
COCO2017_train/436348,-23.05689239501953
COCO2017_train/31867,-39.74714279174805
COCO2017_train/403080,-17.352319717407227
COCO2017_train/56400,-13.690465927124023
COCO2017_train/525684,-25.022199630737305
COCO2017_train/82414,-35.511138916015625
COCO2017_train/496102,-31.705894470214844
COCO2017_train/486738,-30.302867889404297
LAION-400M/889223011455,-5.370547771453857
LAION-400M/193693004993,-29.962186813354492
LAION-400M/2077329019643,-30.41710090637207
LAION-400M/2348540026947,-15.777864456176758
LAION-400M/3717393013329,-1.6454815864562988
LAION-400M/2120862005837,-1.390474796295166
LAION-400M/2295225014877,-5.043176174163818
LAION-400M/96636002700,-6.748619556427002
LAION-400M/2241449013425,-31.249794006347656
LAION-400M/180130003215,-11.865792274475098
LAION-400M/1280917007326,-6.1514458656311035
LAION-400M/1097111023669,-11.476183891296387
LAION-400M/650714008239,-29.22075080871582
LAION-400M/1710129010321,-2.6128783226013184
LAION-400M/1157970000708,-10.118776321411133
LAION-400M/3585025013290,-9.844511032104492
LAION-400M/1460299015226,-16.41693878173828
LAION-400M/1622559020590,-10.001678466796875
LAION-400M/2620587012068,-31.68901824951172
LAION-400M/1014438028410,-12.426692008972168
LAION-400M/3206597028957,-14.374622344970703
LAION-400M/91691001556,-9.682668685913086
LAION-400M/1275647005626,-12.553314208984375
LAION-400M/2434816011109,-32.17729949951172
LAION-400M/3467454012392,-20.527721405029297
LAION-400M/2128787001879,-18.053281784057617
LAION-400M/2624526022700,-3.1890854835510254
LAION-400M/74237009888,-8.859926223754883
LAION-400M/3574298001242,-26.604642868041992
LAION-400M/3399404015255,-29.309385299682617
LAION-400M/57768007311,-16.170455932617188
LAION-400M/76356009030,-7.679286003112793
LAION-400M/192197000800,-8.413864135742188
LAION-400M/2829498020518,-10.198525428771973
LAION-400M/1012652013132,-1.2603195905685425
LAION-400M/192024005381,-14.672037124633789
LAION-400M/3198316010281,0.2757713496685028
LAION-400M/225386002708,-8.819815635681152
LAION-400M/2335515001315,-25.21249771118164
LAION-400M/2838625005618,-29.972082138061523
LAION-400M/1173528025878,-0.5085461735725403
LAION-400M/2708420025981,-7.286224842071533
LAION-400M/1512126011839,-10.575897216796875
LAION-400M/2713043005140,-7.204577922821045
LAION-400M/1896246006471,-13.550403594970703
LAION-400M/3410558016910,-13.091818809509277
LAION-400M/1083704002555,-11.598959922790527
LAION-400M/3411639019200,-24.235916137695312
LAION-400M/45428006550,-9.082696914672852
LAION-400M/1397766012881,-9.802176475524902
LAION-400M/3205683026205,-7.554082870483398
LAION-400M/2383628019507,-12.330793380737305
LAION-400M/123552006904,-26.482711791992188
LAION-400M/2286517000288,-28.55875587463379
LAION-400M/1386147017596,-7.169632911682129
LAION-400M/3068691029219,-1.7006933689117432
LAION-400M/3604765010768,-29.855350494384766
LAION-400M/2088222007650,-0.7155504822731018
LAION-400M/3095840013471,-24.20132827758789
LAION-400M/3588190014293,-2.5657060146331787
LAION-400M/1000829006327,-6.332062721252441
LAION-400M/714624004082,-14.079946517944336
LAION-400M/2543075011055,-21.052186965942383
LAION-400M/2635980003849,-2.1185386180877686
LAION-400M/1429987001025,-12.340612411499023
LAION-400M/2823568018654,-13.329527854919434
LAION-400M/193045010066,-25.301633834838867
LAION-400M/191967000730,-1.1392790079116821
RAISE/r108ba35et,-7.653610706329346
RAISE/r0d8d62edt,-4.1983489990234375
RAISE/r1a485a99t,-20.28598976135254
RAISE/r1d53fccat,-0.5491155982017517
RAISE/r11865f77t,-20.657955169677734
RAISE/r10940798t,-7.923595905303955
RAISE/r0191aaf4t,-5.982815265655518
RAISE/r1baf2ce0t,-4.42244291305542
Artifact/cycle_gan/st/horse2zebra/img001392,-9.776237487792969
Artifact/cycle_gan/st/photo2monet/img014227,-14.140218734741211
Artifact/cycle_gan/st/photo2monet/img016097,-20.334836959838867
Forensynths/test/cyclegan/orange/1_fake/n07740461_13101_fake,-22.55923843383789
Forensynths/test/crn/1_fake/101035_output,-9.542609214782715
Forensynths/test/crn/1_fake/102177_output,-9.79366683959961
Forensynths/test/crn/1_fake/103292_output,-10.214201927185059
Forensynths/test/crn/1_fake/104096_output,-9.794780731201172
Artifact/pro_gan/pro/boat/1_fake/img007568,-16.11499786376953
DMimageDetection/test/progan_lsun/bottle_06559,-11.011163711547852
DMimageDetection/test/progan_lsun/bottle_11975,-5.423524856567383
Forensynths/test/progan/bus/1_fake/05687,-19.178037643432617
Artifact/star_gan/star/stargan/Blond_Hair/img003724,-2.4547533988952637
Artifact/star_gan/star/stargan/Male/img007943,-1.3148174285888672
Artifact/star_gan/star/stargan/Young/img008590,-3.576646566390991
Artifact/star_gan/star/stargan/Young/img009119,-5.763027191162109
Artifact/generative_inpainting/gc-in/gcinpaint-cutout-data/img000038,-13.980931282043457
Artifact/generative_inpainting/gc-in/gcinpaint-cutout-data/img005724,-25.625930786132812
Artifact/generative_inpainting/gc-in/gcinpaint-cutout-data/img007339,-1.949230670928955
Artifact/generative_inpainting/gc-in/gcinpaint-cutout-data/img009343,-6.498683452606201
Artifact/big_gan/big/biggan-data/549/img005000,-1.7570586204528809
DMimageDetection/test/biggan_256/biggan_140_547564,-19.410371780395508
DMimageDetection/test/biggan_256/biggan_747_945727,2.027376890182495
Forensynths/test/biggan/1_fake/00318789,-9.205395698547363
Forensynths/test/imle/1_fake/00101483,-4.82008171081543
Forensynths/test/imle/1_fake/00101578,-3.8837168216705322
Forensynths/test/imle/1_fake/00102651,-6.629436492919922
Forensynths/test/imle/1_fake/00103803,-8.088047981262207
Artifact/stylegan1/sg1/1-million-fake-faces-6/1m_faces_76__90/1m_faces_81/img006521,5.962409973144531
Forensynths/test/stylegan/bedroom/1_fake/026148,-3.3051340579986572
Forensynths/test/stylegan/car/1_fake/007348,-5.349698066711426
Forensynths/test/stylegan/car/1_fake/062718,-5.718245029449463
Artifact/gau_gan/gau/gaugan-coco/img003947,-9.75361442565918
Artifact/gau_gan/gau/gaugan-coco/img004675,-8.155831336975098
Forensynths/test/gaugan/1_fake/000000249025,-14.975406646728516
Forensynths/test/gaugan/1_fake/000000358525,-7.925335884094238
Artifact/stylegan2/cat-part1/cat-256x256/stylegan2-config-f-psi-0.5/056000/img056321,-7.364170074462891
Artifact/stylegan2/cat-part1/cat-256x256/stylegan2-config-f-psi-0.5/090000/img090204,-4.738839626312256
Artifact/stylegan2/church-part1/church-256x256/stylegan2-config-f-psi-0.5/054000/img054821,2.449094772338867
Artifact/stylegan2/church-part2/church-256x256/stylegan2-config-f-psi-1.0/019000/img019126,-8.474832534790039
Artifact/ddpm/ddpm/bedroom/img000473,0.5822769403457642
DDMD/diffusion_model_deepfakes_lsun_bedroom/test/DDPM/000958,3.1929116249084473
DDMD/diffusion_model_deepfakes_lsun_bedroom/test/DDPM/003719,-2.079388380050659
DDMD/diffusion_model_deepfakes_lsun_bedroom/test/DDPM/008624,-3.117546796798706
Artifact/cips/cips/cips-churces/img000404,-2.8219027519226074
Artifact/cips/cips/cips-churces/img001069,-10.339640617370605
Artifact/cips/cips/cips-ffhq/img000104,2.3756542205810547
Artifact/cips/cips/cips-ffhq/img001261,1.4351004362106323
Artifact/taming_transformer/tt-cc/cin_k600_p1.0_a0.05_fid5.20/58/img026705,-11.23086166381836
Artifact/taming_transformer/tt-cc/cin_k600_p1.0_a0.05_fid5.20/730/img035125,-6.03227424621582
Artifact/taming_transformer/tt-coco/samples_nopix/img000199,-4.3292155265808105
Artifact/taming_transformer/tt-ffhq/ffhq_k300_p1.0_fid9.6/img019652,1.1617786884307861
Artifact/gansformer/gf/bedrooms_images/img001687,-4.893440246582031
Artifact/gansformer/gf/bedrooms_images/img003516,-1.1729096174240112
Artifact/gansformer/gf/bedrooms_images/img004173,1.833882212638855
Artifact/gansformer/gf/ffhq_images/img007954,3.0226387977600098
DDMD/diffusion_model_deepfakes_lsun_bedroom/test/ADM/007830,-7.582852363586426
GenImage/ADM/train/ai/560_adm_44,-21.177215576171875
GenImage/ADM/train/ai/755_adm_178,-9.500383377075195
GenImage/ADM/train/ai/825_adm_16,-16.221641540527344
Artifact/stylegan3/sg3/stylegan3-r-ffhqu-256x256/img006137,-14.90924072265625
Artifact/stylegan3/sg3/stylegan3-r-metfaces-1024x1024/img003656,-6.386311054229736
DMimageDetection/test/stylegan3_t_ffhqu_1024x1024/seed68773317,-0.984312117099762
Imaginet/wikiart_stylegan/seed3941,-9.18193244934082
Artifact/lama/lama/lama-dataset/celeb/lamaDilated/img006341,-3.574181318283081
Artifact/lama/lama/lama-dataset/places/bigLama/img010891,-22.836137771606445
Artifact/lama/lama/lama-dataset/places/bigLama/img012832,-7.80588436126709
Artifact/lama/lama/lama-dataset/places/bigLama/img013778,-6.205483436584473
Artifact/face_synthetics/facesyn/images/img005447,-4.688893795013428
Artifact/face_synthetics/facesyn/images/img008192,-10.53991985321045
Artifact/face_synthetics/facesyn/images/img008935,-4.145470142364502
Artifact/face_synthetics/facesyn/images/img008990,-8.867429733276367
Artifact/projected_gan/proj/church/img004793,-10.791990280151367
Artifact/projected_gan/proj/cityscapes/img006315,-9.480950355529785
DDMD/diffusion_model_deepfakes_lsun_bedroom/test/ProjectedGAN/seed8365,-0.2714657783508301
DDMD/diffusion_model_deepfakes_lsun_bedroom/test/ProjectedGAN/seed9247,-0.3302833139896393
Artifact/palette/palette/images/img001540,3.2269835472106934
Artifact/palette/palette/images/img002292,-1.6536945104599
Artifact/palette/palette/images/img003593,-2.1511218547821045
Artifact/palette/palette/images/img004060,-7.6455078125
Artifact/vq_diffusion/vqdiff-imgnet/209/img001239,-2.885364532470703
Artifact/vq_diffusion/vqdiff-imgnet/261/img001811,-12.517595291137695
Artifact/vq_diffusion/vqdiff-imgnet/285/img002078,3.123180866241455
Artifact/vq_diffusion/vqdiff-imgnet/582/img005371,-5.220385551452637
Artifact/denoising_diffusion_gan/dgd/denoising-diffusion-gan-data/img001808,3.8734328746795654
Artifact/denoising_diffusion_gan/dgd/denoising-diffusion-gan-data/img002669,-6.648664951324463
Artifact/denoising_diffusion_gan/dgd/denoising-diffusion-gan-data/img004888,1.851500153541565
Artifact/denoising_diffusion_gan/dgd/denoising-diffusion-gan-data/img008049,-6.821825981140137
Artifact/glide/glide-in/images/img007640,-12.629290580749512
DMimageDetection/test/glide_text2img_valid/ann000000219834,-0.4876551628112793
GenImage/Glide/train/ai/GLIDE_1000_200_03_302_glide_00096,-3.7019433975219727
GenImage/Glide/train/ai/GLIDE_1000_200_03_302_glide_00186,-1.2284539937973022
Artifact/latent_diffusion/latentdiff/153/img000611,11.074300765991211
Artifact/latent_diffusion/latentdiff/347/img002763,8.44991683959961
DDMD/diffusion_model_deepfakes_lsun_bedroom/test/LDM/sample_004325,27.459718704223633
DDMD/diffusion_model_deepfakes_lsun_bedroom/test/LDM/sample_005446,15.256956100463867
GenImage/Midjourney/train/ai/242_midjourney_92,6.438551902770996
GenImage/Midjourney/train/ai/308_midjourney_45,13.461912155151367
GenImage/Midjourney/train/ai/520_midjourney_134,-1.705238699913025
GenImage/Midjourney/train/ai/816_midjourney_83,4.415849208831787
Artifact/mat/mat/celebahq/img001533,-0.7463882565498352
Artifact/mat/mat/celebahq/img003872,1.7277171611785889
Artifact/mat/mat/landscape/img037721,-9.427800178527832
Artifact/mat/mat/landscape/img043243,-13.118037223815918
Artifact/diffusion_gan/diff/lsun-bedroom/Diffusion-ProjectedGAN-LSUN-Bed/img001469,-0.45790278911590576
Artifact/diffusion_gan/diff/lsun-church-data/Diffusion-ProjectedGAN-LSUN-Church/img000495,-11.53867244720459
DDMD/diffusion_model_deepfakes_lsun_bedroom/test/Diff-ProjectedGAN/seed4541,6.452426433563232
DDMD/diffusion_model_deepfakes_lsun_bedroom/test/Diff-ProjectedGAN/seed5094,0.7662259340286255
DDMD/diffusion_model_deepfakes_lsun_bedroom/test/Diff-StyleGAN2/seed1340,5.157149314880371
DDMD/diffusion_model_deepfakes_lsun_bedroom/test/Diff-StyleGAN2/seed4127,1.8385239839553833
DDMD/diffusion_model_deepfakes_lsun_bedroom/test/Diff-StyleGAN2/seed5258,-5.594736576080322
DDMD/diffusion_model_deepfakes_lsun_bedroom/test/Diff-StyleGAN2/seed9483,0.10956699401140213
ELSA_D3/train/row1370343/image_gen1,6.306590557098389
ELSA_D3/train/row1968048/image_gen1,15.398487091064453
ELSA_D3/train/row2105749/image_gen1,5.90869140625
Synthbuster/stable-diffusion-1-4/r1d4377f7t,21.85772132873535
Aeroblade/runwayml-stable-diffusion-v1-5-ViT-L-14-openai/000033446,2.3737401962280273
DRCT/stable-diffusion-v1-5/train2017/000000038929,7.716578006744385
DRCT/stable-diffusion-v1-5/train2017/000000075810,19.804759979248047
GenImage/Stable Diffusion 1.5/train/ai/583_sdv5_00060,15.772253036499023
Aeroblade/stabilityai-stable-diffusion-2-1-base-ViT-H-14-laion2b_s32b_b79k/000016454,16.309377670288086
DRCT/stable-diffusion-2-1/train2017/000000149832,10.936078071594238
ELSA_D3/validation/row3648/image_gen2,9.68769359588623
ELSA_D3/validation/row4205/image_gen2,9.866528511047363
ELSA_D3/train/row1081061/image_gen0,-16.721342086791992
ELSA_D3/train/row368180/image_gen0,-4.747303009033203
ELSA_D3/train/row439772/image_gen0,-21.109586715698242
ELSA_D3/validation/row836/image_gen0,-8.254959106445312
ELSA_D3/train/row1180190/image_gen3,8.48946762084961
ELSA_D3/validation/row1473/image_gen3,-6.2398223876953125
Imaginet/sdxl_photos_fake/acfe4cdd-f0d1-4aaf-a6db-aff075e604ed,8.138997077941895
Synthbuster/stable-diffusion-xl/r1b262b72t,8.913195610046387
Imaginet/dalle3/cd1a1629-17b7-4f0f-bad0-8bdedec4549c,3.1417393684387207
Imaginet/dalle3/cec30a91-cf30-4394-88f7-c73f61db9efe,-12.498641014099121
Imaginet/dalle3_addition2/a4ab45c5-c8f8-4241-9251-b9b3a678431c,5.193699836730957
Polardiffshield/Dall-e-3/00000119,-11.736396789550781
SFHQ-T2I/FLUX1_dev_image_0000846,-1.213832974433899
SFHQ-T2I/FLUX1_dev_image_0001750,0.4501051902770996
SFHQ-T2I/FLUX1_dev_image_0002900,3.198397159576416
SFHQ-T2I/FLUX1_dev_image_0003196,-2.523761034011841
SFHQ-T2I/FLUX1_schnell_image_0001144,-3.6336617469787598
SFHQ-T2I/FLUX1_schnell_image_0015495,-1.5610922574996948
SFHQ-T2I/FLUX1_schnell_image_0027065,-2.4886069297790527
SFHQ-T2I/FLUX1_schnell_image_0033113,-0.10202280431985855
